what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382695979845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382695981260
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382695999281
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382695999775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1382696000389
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1382696005929
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1382696011494
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1382696024258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696028491
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696033647
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1382696033675
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696052667
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696054406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696055015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696056919
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1382696320876
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696530079
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696533141
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1382696533235
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696542850
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696545798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696546288
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696548550
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696707560
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696709553
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696710209
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696711707
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1382696780157
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696784620
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696808821
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696810333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696934669
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1382696938602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696943421
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696946553
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1382696946723
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382696947071
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382697001108
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1382697001218
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382697029041
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382697031328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382697031790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382697036862
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382697039311
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382697193217
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382697197668
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382697200141
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1382697200561
